,Unnamed: 0,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
25273,25273,Patna,2019-04-10,32.98,118.12710293078102,18.92,59.06,30.7,23.483476019371977,1.03,41.97,87.3,1.42,14.66,5.43,133.0,Moderate
25274,25274,Patna,2019-04-11,59.64,118.12710293078102,12.74,61.67,23.7,23.483476019371977,1.23,41.13,83.29,1.55,17.45,5.54,136.0,Moderate
25278,25278,Patna,2019-04-15,53.35,118.12710293078102,8.09,9.58,7.38,23.483476019371977,1.24,41.38,81.18,1.46,16.6,5.47,141.0,Moderate
25279,25279,Patna,2019-04-16,55.69,118.12710293078102,9.09,26.34,12.34,23.483476019371977,1.1,43.59,56.73,1.35,14.22,4.68,116.0,Moderate
25281,25281,Patna,2019-04-18,39.54,118.12710293078102,7.74,17.21,9.14,23.483476019371977,1.37,44.28,84.49,1.13,14.83,4.51,135.0,Moderate
25283,25283,Patna,2019-04-20,46.48,118.12710293078102,43.52,99.97,58.5,23.483476019371977,1.83,44.6,111.35,1.22,14.17,4.79,224.0,Poor
25287,25287,Patna,2019-04-24,54.04,118.12710293078102,17.3,73.4,29.51,23.483476019371977,1.63,44.97,98.1,1.62,16.5,6.38,167.0,Moderate
25293,25293,Patna,2019-04-30,62.46,118.12710293078102,8.96,22.41,11.25,23.483476019371977,0.97,47.86,63.71,1.75,14.61,6.78,167.0,Moderate
25294,25294,Patna,2019-05-01,52.69,118.12710293078102,7.04,14.51,8.03,23.483476019371977,0.66,43.62,74.07,1.46,15.33,5.34,149.0,Moderate
25296,25296,Patna,2019-05-03,36.0,118.12710293078102,7.81,8.24,6.87,23.483476019371977,0.47,45.04,34.61,1.3,14.76,4.83,84.0,Satisfactory
25298,25298,Patna,2019-05-05,43.15,118.12710293078102,7.04,11.64,7.28,23.483476019371977,0.61,43.0,89.58,1.16,14.18,4.23,181.0,Moderate
25299,25299,Patna,2019-05-06,72.28,118.12710293078102,8.76,13.55,8.82,23.483476019371977,1.11,44.82,86.5,1.6,15.17,5.99,186.0,Moderate
25300,25300,Patna,2019-05-07,79.01,118.12710293078102,11.78,11.51,10.13,23.483476019371977,1.43,43.9,72.09,1.77,15.36,6.39,210.0,Poor
25301,25301,Patna,2019-05-08,78.57,118.12710293078102,6.85,5.45,5.57,23.483476019371977,1.33,39.86,71.68,1.88,16.32,6.97,190.0,Moderate
25308,25308,Patna,2019-05-15,53.43,118.12710293078102,6.42,5.63,5.36,23.483476019371977,1.31,42.73,119.7,1.43,14.04,5.63,209.0,Poor
25311,25311,Patna,2019-05-18,47.77,118.12710293078102,7.45,4.41,5.66,23.483476019371977,1.39,42.91,100.67,1.28,13.95,4.93,166.0,Moderate
25312,25312,Patna,2019-05-19,34.67,118.12710293078102,4.63,3.2,3.58,23.483476019371977,0.83,41.63,114.95,0.83,12.33,2.79,220.0,Poor
25314,25314,Patna,2019-05-21,66.9,118.12710293078102,19.44,31.33,23.64,23.483476019371977,1.71,36.21,88.87,1.84,14.84,6.87,200.0,Moderate
25315,25315,Patna,2019-05-22,63.96,118.12710293078102,6.41,13.3,7.34,23.483476019371977,1.37,37.42,67.5,1.51,13.92,5.56,132.0,Moderate
25318,25318,Patna,2019-05-25,46.78,118.12710293078102,6.7,4.27,5.17,23.483476019371977,1.37,36.1,43.51,1.46,13.72,5.37,93.0,Satisfactory
25320,25320,Patna,2019-05-27,77.49,118.12710293078102,14.26,6.58,10.36,23.483476019371977,2.44,36.05,80.79,1.99,16.43,6.87,196.0,Moderate
25323,25323,Patna,2019-05-30,48.41,118.12710293078102,5.32,1.93,3.66,23.483476019371977,1.12,38.52,110.97,1.39,14.16,5.19,169.0,Moderate
25326,25326,Patna,2019-06-02,34.21,118.12710293078102,3.07,5.85,3.35,23.483476019371977,1.05,43.81,91.97,1.09,14.24,4.25,136.0,Moderate
25329,25329,Patna,2019-06-05,46.92,118.12710293078102,6.28,8.92,12.06,23.483476019371977,1.06,44.91,62.49,1.07,10.66,4.32,100.0,Satisfactory
25330,25330,Patna,2019-06-06,43.46,118.12710293078102,6.15,8.43,5.91,23.483476019371977,1.13,42.73,82.54,1.19,7.56,4.89,115.0,Moderate
25333,25333,Patna,2019-06-09,40.92,118.12710293078102,5.47,4.23,4.41,23.483476019371977,1.0,43.71,103.98,1.18,7.31,4.41,180.0,Moderate
25335,25335,Patna,2019-06-11,40.7,118.12710293078102,6.58,2.39,4.61,23.483476019371977,1.29,40.63,113.46,1.4,8.71,6.0,182.0,Moderate
25342,25342,Patna,2019-06-18,35.68,118.12710293078102,9.13,32.21,17.59,23.483476019371977,1.09,44.85,105.03,1.17,7.32,5.52,198.0,Moderate
25346,25346,Patna,2019-06-22,33.43,118.12710293078102,27.12,62.72,30.12,23.483476019371977,1.63,41.78,40.62,1.07,6.55,4.72,108.0,Moderate
25348,25348,Patna,2019-06-24,35.11,118.12710293078102,15.63,107.12,37.23,23.483476019371977,0.99,40.85,63.56,1.11,6.41,4.59,89.0,Satisfactory
25355,25355,Patna,2019-07-01,52.42,118.12710293078102,27.94,40.5,27.46,23.483476019371977,1.98,39.05,45.34,1.62,8.88,7.26,113.0,Moderate
25366,25366,Patna,2019-07-12,34.54,118.12710293078102,19.44,64.18,28.42,23.483476019371977,1.24,42.24,35.66,1.08,6.62,4.78,79.0,Satisfactory
25367,25367,Patna,2019-07-13,27.84,118.12710293078102,17.07,56.03,28.32,23.483476019371977,0.92,39.76,37.84,0.93,5.52,4.12,83.0,Satisfactory
25372,25372,Patna,2019-07-18,45.33,118.12710293078102,10.7,17.48,11.02,23.483476019371977,2.08,44.1,55.89,1.25,7.08,5.22,106.0,Moderate
25374,25374,Patna,2019-07-20,38.89,118.12710293078102,10.59,15.83,10.52,23.483476019371977,1.77,42.95,35.35,1.22,6.97,5.37,104.0,Moderate
25380,25380,Patna,2019-07-26,37.96,118.12710293078102,13.16,45.64,19.8,23.483476019371977,1.13,50.26,53.29,1.14,6.5,4.35,103.0,Moderate
25383,25383,Patna,2019-07-29,21.78,118.12710293078102,9.59,23.23,11.84,23.483476019371977,1.02,47.08,46.57,0.97,6.41,4.38,90.0,Satisfactory
25388,25388,Patna,2019-08-03,31.88,118.12710293078102,6.91,13.6,7.71,23.483476019371977,1.32,49.81,69.47,1.35,8.22,6.43,120.0,Moderate
25394,25394,Patna,2019-08-09,23.56,118.12710293078102,35.62,73.73,40.7,23.483476019371977,2.12,47.81,55.99,1.13,7.72,5.5,112.0,Moderate
25400,25400,Patna,2019-08-15,29.84,118.12710293078102,12.27,37.9,17.26,23.483476019371977,1.14,47.15,47.99,1.1,6.89,4.96,90.0,Satisfactory
25401,25401,Patna,2019-08-16,28.04,118.12710293078102,12.3,28.46,14.84,23.483476019371977,1.44,50.33,54.32,1.18,7.27,5.31,96.0,Satisfactory
25404,25404,Patna,2019-08-19,28.88,118.12710293078102,9.86,13.42,9.46,23.483476019371977,1.65,49.93,58.24,1.44,8.68,6.9,122.0,Moderate
25405,25405,Patna,2019-08-20,43.26,118.12710293078102,11.44,19.48,11.99,23.483476019371977,1.85,50.15,51.6,1.61,9.54,7.81,113.0,Moderate
25413,25413,Patna,2019-08-28,47.01,118.12710293078102,11.78,43.94,18.53,23.483476019371977,1.3,51.21,49.99,1.25,7.58,5.75,92.0,Satisfactory
25416,25416,Patna,2019-08-31,52.66,118.12710293078102,6.39,16.81,8.23,23.483476019371977,1.25,55.2,97.86,1.24,7.4,5.44,144.0,Moderate
25423,25423,Patna,2019-09-07,36.3,118.12710293078102,23.48,63.46,30.69,23.483476019371977,1.07,41.28,67.47,1.09,6.82,5.23,179.0,Moderate
25425,25425,Patna,2019-09-09,50.64,118.12710293078102,27.76,65.89,33.91,23.483476019371977,1.32,52.82,116.51,1.18,6.95,5.38,181.0,Moderate
25428,25428,Patna,2019-09-12,31.61,118.12710293078102,23.31,61.76,30.12,23.483476019371977,1.01,46.06,34.49143047551808,15.47,67.03,53.19,98.0,Satisfactory
25429,25429,Patna,2019-09-13,35.74,118.12710293078102,32.53,61.48,35.64,23.483476019371977,0.8,45.57,34.49143047551808,15.99,65.43,60.4,72.0,Satisfactory
25434,25434,Patna,2019-09-18,28.09,118.12710293078102,37.39,70.15,40.86,23.483476019371977,2.61,55.29,34.49143047551808,8.51,37.23,39.22,102.0,Moderate
25452,25452,Patna,2019-10-06,66.62,118.12710293078102,13.4,49.98,21.07,23.483476019371977,1.39,48.63,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,119.0,Moderate
25453,25453,Patna,2019-10-07,49.6,118.12710293078102,5.21,24.74,9.56,23.483476019371977,1.36,46.43,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
25459,25459,Patna,2019-10-13,75.29,118.12710293078102,6.5,27.74,11.14,23.483476019371977,1.09,59.63,28.21,3.2808403045005514,8.700972080037232,3.0701278234985114,120.0,Moderate
25463,25463,Patna,2019-10-17,130.74,118.12710293078102,16.0,24.34,16.01,23.483476019371977,2.88,60.34,39.02,28.55,123.36,170.37,299.0,Poor
25466,25466,Patna,2019-10-20,75.27,118.12710293078102,7.45,21.08,9.97,23.483476019371977,1.25,72.53,57.61,12.14,42.41,38.5,204.0,Poor
25470,25470,Patna,2019-10-24,134.29,118.12710293078102,9.14,18.27,10.0,23.483476019371977,1.69,52.31,64.03,15.62,52.85,41.88,330.0,Very Poor
25471,25471,Patna,2019-10-25,56.25,118.12710293078102,9.26,14.24,9.3,23.483476019371977,0.96,51.41,60.76,11.29,45.26,41.68,163.0,Moderate
25474,25474,Patna,2019-10-28,268.5,118.12710293078102,11.24,27.94,14.11,23.483476019371977,1.59,62.87,67.57,16.1,46.61,40.25,408.0,Severe
25476,25476,Patna,2019-10-30,191.01,118.12710293078102,21.07,24.33,19.08,23.483476019371977,2.29,60.47,61.18,18.94,69.14,73.39,364.0,Very Poor
25482,25482,Patna,2019-11-05,248.06,118.12710293078102,14.75,21.94,14.63,23.483476019371977,2.11,64.97,68.85,9.93,29.16,24.93,416.0,Severe
25487,25487,Patna,2019-11-10,101.6,118.12710293078102,49.57,99.05,55.73,23.483476019371977,1.35,55.44,53.98,8.19,31.14,32.14,265.0,Poor
25494,25494,Patna,2019-11-17,153.46,118.12710293078102,37.59,86.38,45.18,23.483476019371977,1.47,50.06,111.09,5.11,14.66,10.36,319.0,Very Poor
25501,25501,Patna,2019-11-24,232.59,118.12710293078102,28.59,64.29,56.45,23.483476019371977,1.6,17.66,41.43,1.83,4.23,3.23,394.0,Very Poor
25504,25504,Patna,2019-11-27,287.55,118.12710293078102,45.18,37.27,56.54,23.483476019371977,1.63,16.41,18.66,2.69,7.67,7.95,435.0,Severe
25506,25506,Patna,2019-11-29,241.26,118.12710293078102,96.24,71.73,112.23,23.483476019371977,1.89,14.84,31.69,5.77,19.04,17.3,378.0,Very Poor
25507,25507,Patna,2019-11-30,145.94,118.12710293078102,26.18,67.59,57.23,23.483476019371977,1.32,13.81,17.68,2.12,6.95,5.61,358.0,Very Poor
25510,25510,Patna,2019-12-03,216.25,118.12710293078102,55.38,79.39,87.26,23.483476019371977,2.15,13.35,34.16,2.54,7.18,6.9,375.0,Very Poor
25517,25517,Patna,2019-12-10,222.8,118.12710293078102,30.79,25.21,38.43,23.483476019371977,2.3,12.6,19.69,2.68,8.41,8.79,376.0,Very Poor
25520,25520,Patna,2019-12-13,153.66,118.12710293078102,8.84,13.97,14.62,23.483476019371977,1.06,13.99,20.57,1.74,4.69,4.1,361.0,Very Poor
25525,25525,Patna,2019-12-18,123.38,118.12710293078102,8.53,9.09,11.77,23.483476019371977,0.93,12.14,16.82,2.56,7.68,7.11,305.0,Very Poor
25529,25529,Patna,2019-12-22,354.05,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,3.58,9.85,16.59,4.38,10.59,10.24,462.0,Severe
25530,25530,Patna,2019-12-23,290.28,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,3.1,14.46,30.81,3.77,8.66,8.17,443.0,Severe
25533,25533,Patna,2019-12-26,123.41,165.55,19.81,22.25,39.17,45.5,1.2,8.66,17.65,2.68,1.24,3.45,288.0,Poor
25535,25535,Patna,2019-12-28,164.46,209.11,19.61,32.19,49.18,32.82,1.38,7.62,11.68,3.89,0.98,3.33,298.0,Poor
25536,25536,Patna,2019-12-29,161.92,208.07,20.62,29.77,48.57,25.25,1.42,8.13,13.67,3.2,0.87,2.85,331.0,Very Poor
25541,25541,Patna,2020-01-03,150.5,193.93,40.49,31.59,70.31,33.33,2.17,8.14,16.89,5.51,2.37,5.47,356.0,Very Poor
25544,25544,Patna,2020-01-06,116.68,158.66,27.94,31.45,58.67,32.81,1.84,7.49,21.47,3.29,1.15,3.88,184.0,Moderate
25546,25546,Patna,2020-01-08,172.07,236.51,54.75,32.84,86.53,30.9,2.45,8.47,18.56,4.17,1.47,5.06,349.0,Very Poor
25547,25547,Patna,2020-01-09,106.68,120.41,36.27,27.17,62.86,28.47,1.31,7.87,19.29,3.14,0.93,3.75,280.0,Poor
25549,25549,Patna,2020-01-11,86.04,108.41,39.04,35.09,73.54,28.22,2.43,7.72,15.8,1.59,0.89,3.61,186.0,Moderate
25553,25553,Patna,2020-01-15,177.59,210.76,67.57,36.23,98.56,18.88,4.05,12.23,12.94,1.28,1.32,3.76,311.0,Very Poor
25557,25557,Patna,2020-01-19,85.47,109.46,57.96,23.75,81.16,21.25,0.76,11.8,25.7,2.11,11.35,4.12,206.0,Poor
25559,25559,Patna,2020-01-21,123.6,163.55,107.88,42.38,141.74,22.38,1.49,10.71,10.29,0.73,8.62,2.42,233.0,Poor
25562,25562,Patna,2020-01-24,66.21,123.68,50.88,42.59,90.8,21.29,0.84,11.35,16.42,0.46,5.48,1.53,171.0,Moderate
25563,25563,Patna,2020-01-25,112.8,171.75,79.2,43.86,119.9,28.37,1.2,10.42,15.22,1.17,6.9,2.14,224.0,Poor
25568,25568,Patna,2020-01-30,152.02,221.91,34.98,33.1,70.53,39.18,1.47,11.1,8.52,1.39,9.71,2.55,296.0,Poor
25571,25571,Patna,2020-02-02,67.25,141.65,37.12,37.85,73.98,32.47,0.73,9.85,21.59,1.4,6.35,1.37,172.0,Moderate
25574,25574,Patna,2020-02-05,104.57,177.15,69.35,49.02,117.13,36.09,1.3,10.78,16.94,2.26,7.8,2.21,245.0,Poor
25577,25577,Patna,2020-02-08,94.66,182.56,109.82,60.31,165.36,25.3,1.37,9.63,12.42,3.03,9.31,3.12,230.0,Poor
25579,25579,Patna,2020-02-10,97.02,177.26,63.82,53.96,115.49,30.99,1.36,9.59,14.1,2.37,9.49,3.86,226.0,Poor
25580,25580,Patna,2020-02-11,124.61,188.68,57.4,57.63,102.79,26.71,1.25,8.98,16.81,2.58,8.46,4.07,242.0,Poor
25582,25582,Patna,2020-02-13,102.24,203.79,51.42,54.59,103.98,40.76,1.26,7.07,19.95,3.0,12.38,2.93,211.0,Poor
25583,25583,Patna,2020-02-14,101.55,209.41,67.53,48.16,113.68,45.26,1.36,6.74,14.65,3.37,13.6,3.35,251.0,Poor
25595,25595,Patna,2020-02-26,41.28,64.98,62.21,34.22,93.46,22.91,0.79,7.1,11.95,2.12,8.77,2.1,116.0,Moderate
25598,25598,Patna,2020-02-29,81.48,215.29,126.93,47.86,98.58,35.94,1.54,8.66,21.95,4.3,9.36,4.44,209.0,Poor
25604,25604,Patna,2020-03-06,52.48,125.73,23.99,40.42,53.75,25.8,0.69,9.77,37.84,1.6,3.68,0.89,148.0,Moderate
25610,25610,Patna,2020-03-12,70.53,134.29,55.63,57.59,86.43,22.81,1.26,11.98,19.29,3.29,7.75,0.94,163.0,Moderate
25611,25611,Patna,2020-03-13,67.26,111.48,61.82,48.93,84.2,21.68,1.04,10.36,12.3,3.54,7.12,1.54,163.0,Moderate
25615,25615,Patna,2020-03-17,62.94,156.51,57.11,46.86,57.58,18.63,1.47,9.92,23.28,2.5,6.86,0.7,145.0,Moderate
25624,25624,Patna,2020-03-26,58.01,118.17,51.67,46.63,65.41,14.24,1.71,13.26,20.18,0.9,5.14,0.28,152.0,Moderate
25628,25628,Patna,2020-03-30,35.36,92.03,7.69,55.75,24.29,12.52,0.53,11.76,15.52,0.77,3.92,0.63,92.0,Satisfactory
25630,25630,Patna,2020-04-01,67.83,110.46,55.33,47.14,68.39,12.94,1.86,12.02,22.36,3.26,5.29,3.17,156.0,Moderate
25631,25631,Patna,2020-04-02,55.83,107.36,50.2,43.73,62.84,13.87,1.79,12.62,23.58,2.12,5.42,2.99,140.0,Moderate
25632,25632,Patna,2020-04-03,43.86,91.67,36.73,47.11,51.85,12.02,1.55,11.53,23.24,0.67,4.42,1.51,120.0,Moderate
25636,25636,Patna,2020-04-07,44.93,112.36,43.36,48.88,59.45,11.56,1.64,11.83,20.63,0.15,4.09,0.38,142.0,Moderate
25638,25638,Patna,2020-04-09,52.64,129.22,39.83,52.66,70.26,12.28,1.76,13.4,24.83,0.31,4.2,0.38,144.0,Moderate
25641,25641,Patna,2020-04-12,59.87,162.5,58.33,18.86,46.05,15.87,1.47,10.81,39.31,0.84,4.55,0.47,160.0,Moderate
25645,25645,Patna,2020-04-16,31.17,92.89,65.96,20.4,51.46,13.06,1.32,9.71,31.94,0.36,3.48,0.29,130.0,Moderate
25647,25647,Patna,2020-04-18,40.92,117.17,64.46,14.91,47.22,13.8,1.37,9.9,31.06,0.48,3.48,0.27,140.0,Moderate
25649,25649,Patna,2020-04-20,26.65,88.62,68.61,15.49,50.14,13.32,1.28,9.79,34.75,0.62,3.6,0.26,131.0,Moderate
25658,25658,Patna,2020-04-29,15.21,41.96,79.67,13.5,69.42,10.13,0.42,9.37,33.08,0.69,1.24,0.73,111.0,Moderate
25661,25661,Patna,2020-05-02,15.93,30.03,118.53,15.85,90.23,8.21,0.48,10.84,41.29,0.68,1.58,0.09,140.0,Moderate
25664,25664,Patna,2020-05-05,19.04,46.96,95.96,13.39,53.63,8.24,0.38,7.97,49.78,0.94,1.91,0.76,149.0,Moderate
25665,25665,Patna,2020-05-06,17.95,82.85,71.43,15.13,44.36,8.18,0.44,10.27,49.34,1.65,3.61,2.79,129.0,Moderate
25670,25670,Patna,2020-05-11,22.51,71.44,69.66,13.75,65.15,6.57,0.56,5.84,37.65,2.0,3.04,2.24,138.0,Moderate
25671,25671,Patna,2020-05-12,36.48,74.57,68.7,18.8,55.05,10.93,0.69,7.53,34.92,2.97,5.86,2.59,124.0,Moderate
25674,25674,Patna,2020-05-15,32.79,86.68,37.32,19.62,55.68,11.9,0.55,5.55,37.98,2.46,2.76,2.67,124.0,Moderate
25677,25677,Patna,2020-05-18,47.43,124.46,53.76,29.8,76.16,9.74,0.72,7.68,47.68,2.58,5.96,2.17,167.0,Moderate
25680,25680,Patna,2020-05-21,19.31,54.27,56.98,22.42,54.62,3.95,0.42,4.98,39.83,1.18,5.33,1.68,105.0,Moderate
25681,25681,Patna,2020-05-22,14.58,55.82,56.62,18.36,54.39,6.78,0.37,9.35,41.0,1.1,5.31,1.3,102.0,Moderate
25682,25682,Patna,2020-05-23,25.92,73.06,63.49,17.72,58.97,8.21,0.52,5.92,32.27,1.69,4.6,1.1,95.0,Satisfactory
25685,25685,Patna,2020-05-26,41.66,110.63,19.13,13.53,11.16,6.57,0.63,4.01,30.7,2.23,8.87,1.19,110.0,Moderate
25686,25686,Patna,2020-05-27,33.42,153.07,14.95,11.38,11.37,7.14,0.45,3.9,32.5,1.49,13.26,1.42,116.0,Moderate
25690,25690,Patna,2020-05-31,12.95,47.56,18.76,12.85,13.99,4.97,0.37,8.38,55.78,1.44,2.71,2.29,105.0,Moderate
25692,25692,Patna,2020-06-02,28.54,127.72,38.19,30.65,23.73,12.01,0.71,5.24,34.91,2.95,5.41,2.03,117.0,Moderate
25702,25702,Patna,2020-06-12,19.01,59.73,82.57,24.21,48.94,6.72,0.45,3.25,25.75,1.39,1.82,0.59,86.0,Satisfactory
25709,25709,Patna,2020-06-19,16.14,39.71,36.11,17.66,24.26,2.52,0.66,4.65,15.81,1.72,4.28,0.46,60.0,Satisfactory
25713,25713,Patna,2020-06-23,20.71,57.47,25.82,26.84,36.15,4.76,0.86,3.75,25.08,1.35,3.48,0.91,74.0,Satisfactory
25717,25717,Patna,2020-06-27,17.71,63.73,9.47,23.01,22.28,1.91,0.87,3.63,23.39,1.09,3.07,0.97,65.0,Satisfactory
25722,25722,Shillong,2019-08-27,28.43,37.88,1.27,3.56,1.39,3.66,0.35,4.99,32.93,0.31,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
25726,25726,Shillong,2019-08-31,16.96,25.31,1.32,3.54,1.29,3.65,0.29,5.86,22.17,0.18,0.14,3.0701278234985114,32.0,Good
25731,25731,Shillong,2019-09-05,8.35,14.68,1.24,3.57,1.44,3.64,0.25,4.99,20.95,0.23,1.26,3.0701278234985114,113.0,Moderate
25735,25735,Shillong,2019-09-09,4.94,10.61,1.22,3.55,1.45,3.65,0.21,5.14,29.84,0.16,0.83,3.0701278234985114,35.0,Good
25736,25736,Shillong,2019-09-10,9.82,15.96,1.21,3.53,1.45,3.65,0.24,5.46,28.78,0.19,0.86,3.0701278234985114,35.0,Good
25741,25741,Shillong,2019-09-15,8.57,16.29,1.23,3.58,1.46,3.64,0.18,5.27,40.85,0.12,0.49,3.0701278234985114,51.0,Satisfactory
25742,25742,Shillong,2019-09-16,9.93,18.77,1.19,3.56,1.5,3.64,0.2,5.2,44.41,0.14,0.49,3.0701278234985114,60.0,Satisfactory
25745,25745,Shillong,2019-09-19,13.23,23.69,1.42,3.42,1.29,3.66,0.27,5.53,31.21,0.26,0.82,3.0701278234985114,37.0,Good
25747,25747,Shillong,2019-09-21,18.81,27.76,1.18,3.54,1.48,3.66,0.28,5.69,23.7,0.38,0.97,3.0701278234985114,31.0,Good
25752,25752,Shillong,2019-09-26,6.63,12.66,1.14,3.52,1.52,3.66,0.4,5.55,25.75,0.43,1.73,3.0701278234985114,40.0,Good
25754,25754,Shillong,2019-09-28,8.52,15.84,1.15,3.55,1.53,3.66,0.24,5.68,37.11,0.21,0.49,3.0701278234985114,49.0,Good
25755,25755,Shillong,2019-09-29,8.08,15.48,1.13,3.54,1.55,3.66,0.26,5.63,33.34,0.2,0.53,3.0701278234985114,38.0,Good
25756,25756,Shillong,2019-09-30,11.79,20.79,1.15,3.56,1.54,3.67,0.46,5.68,31.49,0.49,1.46,3.0701278234985114,46.0,Good
25759,25759,Shillong,2019-10-03,16.97,26.93,1.12,3.55,1.57,3.67,0.53,5.87,31.82,0.6,1.75,3.0701278234985114,59.0,Satisfactory
25766,25766,Shillong,2019-10-10,67.45057794890272,20.78,17.574729662029284,28.56065906112677,0.0,23.483476019371977,0.47,5.58,32.71,0.0,0.0,3.0701278234985114,48.0,Good
25772,25772,Shillong,2019-10-16,16.72,27.24,1.16,3.57,1.54,3.66,0.33,6.5,30.84,0.33,0.6,3.0701278234985114,36.0,Good
25774,25774,Shillong,2019-10-18,23.3,32.77,1.12,3.55,1.58,3.65,0.43,6.5,38.16,0.5,0.84,3.0701278234985114,54.0,Satisfactory
25778,25778,Shillong,2019-10-22,25.22,42.73,1.14,3.54,1.55,3.65,0.31,6.81,67.23,0.24,0.57,3.0701278234985114,87.0,Satisfactory
25782,25782,Shillong,2019-10-26,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
25785,25785,Shillong,2019-10-29,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
25786,25786,Shillong,2019-10-30,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
25791,25791,Shillong,2019-11-04,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
25793,25793,Shillong,2019-11-06,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
25794,25794,Shillong,2019-11-07,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
25796,25796,Shillong,2019-11-09,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
25801,25801,Shillong,2019-11-14,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
25803,25803,Shillong,2019-11-16,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
25805,25805,Shillong,2019-11-18,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
25806,25806,Shillong,2019-11-19,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
